base_model_name,derived_model_name,base_model_downloads,derived_model_downloads,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
Qwen/Qwen2.5-0.5B,ksjpswaroop/tinyllama-coder-v1,1242781,0,5,0.0042,2000,"[0.005, 0.004, 0.003, 0.0035, 0.0055]"
Qwen/Qwen2.5-0.5B,Nirajkanth/tinyllama-mental_health_counseling_conversations,1242781,0,5,0.0036999999999999,2000,"[0.0045, 0.002, 0.003, 0.0045, 0.0045]"
Qwen/Qwen2.5-0.5B,BOT365/my-tinyllama-colorist-v1,1242781,0,5,0.0039,2000,"[0.005, 0.0025, 0.002, 0.0045, 0.0055]"
Qwen/Qwen2.5-0.5B,09z/tinyllama-cleantech-lora,1242781,0,5,0.0039,2000,"[0.0045, 0.002, 0.002, 0.0055, 0.0055]"
Qwen/Qwen2.5-0.5B,09z/tinyllama-cleantech-lora-memo,1242781,0,5,0.0039,2000,"[0.004, 0.0025, 0.003, 0.005, 0.005]"
Qwen/Qwen2.5-0.5B,andykcheng/colorist-v2,1242781,0,5,0.0038,2000,"[0.003, 0.003, 0.0035, 0.004, 0.0055]"
Qwen/Qwen2.5-0.5B,SivaResearch/tinyllama-Siv-v2,1242781,0,5,0.0036,2000,"[0.0045, 0.0035, 0.0025, 0.003, 0.0045]"
Qwen/Qwen2.5-0.5B,Dter/tinyllama-colorist-v1,1242781,0,5,0.0039,2000,"[0.0045, 0.002, 0.003, 0.0035, 0.0065]"
Qwen/Qwen2.5-0.5B,Thanasapon/tinyllama-colorist-v1,1242781,0,5,0.004,2000,"[0.0045, 0.0025, 0.002, 0.005, 0.006]"
Qwen/Qwen2.5-0.5B,newknp/tinyllama-colorist-v1,1242781,0,5,0.004,2000,"[0.0045, 0.002, 0.003, 0.0045, 0.006]"
Qwen/Qwen2.5-0.5B,Kitsana/tinyllama-colorist-v1,1242781,0,5,0.004,2000,"[0.0045, 0.0025, 0.003, 0.004, 0.006]"
Qwen/Qwen2.5-0.5B,LuckyTemmie/tinyllama-colorist-v1,1242781,0,5,0.0039,2000,"[0.0045, 0.0025, 0.0025, 0.004, 0.006]"
Qwen/Qwen2.5-0.5B,Perasut/tinyllama-colorist-v1,1242781,0,5,0.0038,2000,"[0.004, 0.002, 0.003, 0.004, 0.006]"
Qwen/Qwen2.5-0.5B,Draon/tinyllama-colorist-v1,1242781,0,5,0.0036999999999999,2000,"[0.0035, 0.002, 0.003, 0.004, 0.006]"
Qwen/Qwen2.5-0.5B,newbie-geek/tinyllama-v1-training-2.0,1242781,0,5,0.0038,2000,"[0.004, 0.003, 0.003, 0.0045, 0.0045]"
Qwen/Qwen2.5-0.5B,newbie-geek/new-dot-comp-v2,1242781,0,5,0.0038,2000,"[0.0045, 0.002, 0.0035, 0.0045, 0.0045]"
Qwen/Qwen2.5-0.5B,Arjun098/tinyllama-colorist-v1,1242781,0,5,0.0036999999999999,2000,"[0.005, 0.0025, 0.003, 0.005, 0.003]"
Qwen/Qwen2.5-0.5B,Arjun098/tinyllama-colorist-v2,1242781,0,5,0.0035,2000,"[0.005, 0.002, 0.003, 0.005, 0.0025]"
Qwen/Qwen2.5-0.5B,quriousclick/unsloth_suggestion-finetune,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,HachiML/myBit-Llama2-jp-127M-test-6,1242781,0,5,0.0042,2000,"[0.0025, 0.0045, 0.0065, 0.003, 0.0045]"
Qwen/Qwen2.5-0.5B,kthg/tinyllama-colorist-lora,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,coinatur/tinyllama-colorist-v1,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,reeddg/tiny_sum_04-06-03-43-50,1242781,0,5,0.0038,2000,"[0.005, 0.0025, 0.003, 0.0045, 0.004]"
Qwen/Qwen2.5-0.5B,reeddg/tiny_sum_04-06-13-46-01,1242781,0,5,0.0036999999999999,2000,"[0.0035, 0.0025, 0.003, 0.005, 0.0045]"
Qwen/Qwen2.5-0.5B,xshubhamx/tiny-llama-lora,1242781,0,5,0.0039,2000,"[0.0045, 0.0025, 0.003, 0.005, 0.0045]"
Qwen/Qwen2.5-0.5B,xshubhamx/tiny-llama-lora-no-grad,1242781,0,5,0.0036,2000,"[0.0045, 0.0025, 0.003, 0.004, 0.004]"
Qwen/Qwen2.5-0.5B,ppopiolek/tinyllama_merged_test,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,ppopiolek/tinyllama_merged_s_500,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,xshubhamx/tiny-llama-lora-new,1242781,0,5,0.0033,2000,"[0.005, 0.0035, 0.0025, 0.0035, 0.002]"
Qwen/Qwen2.5-0.5B,reeddg/tiny_sum_04-20-21-09-19,1242781,0,5,0.0034,2000,"[0.003, 0.003, 0.0035, 0.0035, 0.004]"
Qwen/Qwen2.5-0.5B,unclecode/tinyllama-function-call-lora-adapter-250424,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,ppopiolek/tinyllama_eng_short,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,ppopiolek/tinyllama_eng_long_backup,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,qbitmaze/ibrain_000,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,qbitmaze/ibrain_0002q4,1242781,0,5,0.0027,2000,"[0.0015, 0.0025, 0.0035, 0.0025, 0.0035]"
Qwen/Qwen2.5-0.5B,JessonWong/tiny_uncensored_new,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,sunny199/sft-tiny-chatbot,1242781,0,5,0.0036,2000,"[0.0035, 0.0025, 0.0025, 0.0045, 0.005]"
Qwen/Qwen2.5-0.5B,headergen/HeaderLlama-tiny-single-label,1242781,0,5,0.0039,2000,"[0.005, 0.0025, 0.002, 0.0045, 0.0055]"
Qwen/Qwen2.5-0.5B,headergen/HeaderLlama-tiny-multi-label,1242781,0,5,0.0036999999999999,2000,"[0.004, 0.0025, 0.0025, 0.0045, 0.005]"
Qwen/Qwen2.5-0.5B,gunzzz24/fine-tuned-tinyllama-1.1b-cv-analyser,1242781,0,5,0.0045,2000,"[0.006, 0.0035, 0.0035, 0.0055, 0.004]"
Qwen/Qwen2.5-0.5B,trainhubai/uplimitproj1,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,pavel-tolstyko/pavel_tolstyko,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v1,1242781,0,5,0.0035,2000,"[0.0025, 0.0045, 0.0025, 0.004, 0.004]"
Qwen/Qwen2.5-0.5B,prodip1023/sft-tiny-chatbot,1242781,0,5,0.0038,2000,"[0.0035, 0.0025, 0.0035, 0.0045, 0.005]"
Qwen/Qwen2.5-0.5B,lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v1-SpecialTokens,1242781,0,0,-1.0,2000,[]
Qwen/Qwen2.5-0.5B,AnushkaSrivastava/sft-tiny-chatbot,1242781,0,5,0.0036999999999999,2000,"[0.0035, 0.0025, 0.003, 0.0045, 0.005]"
Qwen/Qwen2.5-0.5B,laurencassidy/lauren-tinyllama-1.1b-chat,1242781,0,5,0.0035,2000,"[0.005, 0.002, 0.003, 0.005, 0.0025]"
Qwen/Qwen2.5-0.5B,lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v2-identacao,1242781,0,5,0.0038,2000,"[0.003, 0.005, 0.0025, 0.0045, 0.004]"
Qwen/Qwen2.5-0.5B,lleticiasilvaa/TinyLlama-text2SQL-alias-indentacao-ourschema,1242781,0,5,0.0036999999999999,2000,"[0.0025, 0.0045, 0.003, 0.005, 0.0035]"
Qwen/Qwen2.5-0.5B,lleticiasilvaa/TinyLlama-text2SQL-schemaReduzido,1242781,0,5,0.0035,2000,"[0.0015, 0.0045, 0.0035, 0.005, 0.003]"
Qwen/Qwen2.5-0.5B,lleticiasilvaa/TinyLlama-text2SQL-schemaReduzidoTabelas,1242781,0,5,0.0038,2000,"[0.0025, 0.005, 0.0035, 0.0045, 0.0035]"
