anchor_model,outlier_model,overlap,upper_fence,Q1,Q3
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.1985,0.1614,0.0044,0.0672
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama_v1.1,0.1885,0.1614,0.0044,0.0672
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.186,0.1614,0.0044,0.0672
AdaptLLM/medicine-LLM,PharMolix/BioMedGPT-LM-7B,0.1806,0.1614,0.0044,0.0672
AdaptLLM/medicine-LLM,TinyLlama/TinyLlama_v1.1_math_code,0.1722,0.1614,0.0044,0.0672
AiMavenAi/AiMaven-Prometheus,flemmingmiguel/MBX-7B-v3,0.9792,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,bardsai/jaskier-7b-dpo-v5.6,0.8838,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,CorticalStack/pastiche-crown-clown-7b-dare,0.8671,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,mlabonne/NeuralBeagle14-7B,0.8612,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.8532,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,mlabonne/Beagle14-7B,0.8489,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,shadowml/BeagSake-7B,0.8467,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,shadowml/BeagleSempra-7B,0.8442,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,shadowml/WestBeagle-7B,0.8395,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,fblgit/UNA-TheBeagle-7b-v1,0.8297,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.8282,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,argilla/distilabeled-Marcoro14-7B-slerp,0.8273,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,mlabonne/OmniBeagle-7B,0.8267,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,mlabonne/Marcoro14-7B-slerp,0.8249,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,CultriX/NeuralTrix-7B-dpo,0.8167,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,CultriX/NeuralTrix-bf16,0.7962,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,FelixChao/Sectumsempra-7B-DPO,0.7937,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,kevin009/llamaRAGdrama,0.7703,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,berkeley-nest/Starling-LM-7B-alpha,0.6478,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,mistralai/Mistral-7B-v0.1,0.6449,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,Nexusflow/Starling-LM-7B-beta,0.6232,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,Intel/neural-chat-7b-v3-1,0.5382,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,Intel/neural-chat-7b-v3-3,0.5379,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,dicta-il/dictalm2.0,0.5022,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,BioMistral/BioMistral-7B-DARE,0.4961,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.4922,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,HuggingFaceH4/zephyr-7b-beta,0.4712,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,mistralai/Mistral-7B-Instruct-v0.1,0.4691,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,BioMistral/BioMistral-7B,0.4683,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,SciPhi/SciPhi-Mistral-7B-32k,0.4563,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,Biomimicry-AI/ANIMA-Nectar-v2,0.4007,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,deepseek-ai/deepseek-coder-1.3b-base,0.0957,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,lmsys/vicuna-7b-v1.1,0.0865,0.085,0.0029,0.0358
AiMavenAi/AiMaven-Prometheus,PharMolix/BioMedGPT-LM-7B,0.0853,0.085,0.0029,0.0358
Aurore-Reveil/Koto-Small-7B-IT,allura-org/Koto-Small-7B-PT,0.6485,0.0844,0.0011,0.0345
Aurore-Reveil/Koto-Small-7B-IT,XiaomiMiMo/MiMo-7B-Base,0.3801,0.0844,0.0011,0.0345
BioMistral/BioMistral-7B,BioMistral/BioMistral-7B-DARE,0.6335,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,mistralai/Mistral-7B-Instruct-v0.1,0.472,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,HuggingFaceH4/zephyr-7b-beta,0.4556,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,mlabonne/Marcoro14-7B-slerp,0.4291,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,argilla/distilabeled-Marcoro14-7B-slerp,0.4246,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,mistralai/Mistral-7B-v0.1,0.4211,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,Nexusflow/Starling-LM-7B-beta,0.4092,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,shadowml/BeagleSempra-7B,0.4037,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,FelixChao/Sectumsempra-7B-DPO,0.4033,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,mlabonne/Beagle14-7B,0.4008,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,shadowml/WestBeagle-7B,0.3996,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,shadowml/BeagSake-7B,0.3991,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,mlabonne/NeuralBeagle14-7B,0.3955,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,SciPhi/SciPhi-Mistral-7B-32k,0.3895,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,flemmingmiguel/MBX-7B-v3,0.3891,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,AiMavenAi/AiMaven-Prometheus,0.3888,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.3853,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,CultriX/NeuralTrix-7B-dpo,0.3847,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,mlabonne/OmniBeagle-7B,0.3836,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,CorticalStack/pastiche-crown-clown-7b-dare,0.3794,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,dicta-il/dictalm2.0,0.3793,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,bardsai/jaskier-7b-dpo-v5.6,0.3785,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,fblgit/UNA-TheBeagle-7b-v1,0.3785,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.3773,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,Biomimicry-AI/ANIMA-Nectar-v2,0.3754,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,kevin009/llamaRAGdrama,0.369,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.3681,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,CultriX/NeuralTrix-bf16,0.3681,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,berkeley-nest/Starling-LM-7B-alpha,0.3636,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,Intel/neural-chat-7b-v3-1,0.3177,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B,Intel/neural-chat-7b-v3-3,0.2807,0.2022,0.0022,0.0822
BioMistral/BioMistral-7B-DARE,mistralai/Mistral-7B-Instruct-v0.1,0.6394,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,BioMistral/BioMistral-7B,0.6021,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,mlabonne/Marcoro14-7B-slerp,0.5154,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,argilla/distilabeled-Marcoro14-7B-slerp,0.5142,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,mlabonne/NeuralBeagle14-7B,0.5052,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,mlabonne/Beagle14-7B,0.5044,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,shadowml/WestBeagle-7B,0.5026,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,shadowml/BeagSake-7B,0.5007,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,shadowml/BeagleSempra-7B,0.4994,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,AiMavenAi/AiMaven-Prometheus,0.4981,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,flemmingmiguel/MBX-7B-v3,0.4976,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,mistralai/Mistral-7B-v0.1,0.4933,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,fblgit/UNA-TheBeagle-7b-v1,0.4909,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,FelixChao/Sectumsempra-7B-DPO,0.4901,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,CorticalStack/pastiche-crown-clown-7b-dare,0.4871,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,bardsai/jaskier-7b-dpo-v5.6,0.4852,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.4852,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,mlabonne/OmniBeagle-7B,0.4851,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,kevin009/llamaRAGdrama,0.4834,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,Nexusflow/Starling-LM-7B-beta,0.482,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.4816,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,CultriX/NeuralTrix-7B-dpo,0.4785,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,CultriX/NeuralTrix-bf16,0.4675,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,berkeley-nest/Starling-LM-7B-alpha,0.4646,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,Intel/neural-chat-7b-v3-1,0.4337,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,Intel/neural-chat-7b-v3-3,0.419,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,Biomimicry-AI/ANIMA-Nectar-v2,0.4115,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,SciPhi/SciPhi-Mistral-7B-32k,0.4099,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.4044,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,dicta-il/dictalm2.0,0.3952,0.1805,0.0025,0.0737
BioMistral/BioMistral-7B-DARE,HuggingFaceH4/zephyr-7b-beta,0.3924,0.1805,0.0025,0.0737
Biomimicry-AI/ANIMA-Nectar-v2,BioMistral/BioMistral-7B-DARE,0.4864,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,HuggingFaceH4/zephyr-7b-beta,0.4563,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,mistralai/Mistral-7B-Instruct-v0.1,0.4544,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,BioMistral/BioMistral-7B,0.4382,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,argilla/distilabeled-Marcoro14-7B-slerp,0.4186,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,mlabonne/Marcoro14-7B-slerp,0.4185,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,FelixChao/Sectumsempra-7B-DPO,0.4078,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,Nexusflow/Starling-LM-7B-beta,0.3996,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,shadowml/BeagSake-7B,0.3923,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,shadowml/BeagleSempra-7B,0.3923,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,mlabonne/OmniBeagle-7B,0.3917,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,mlabonne/Beagle14-7B,0.3909,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,shadowml/WestBeagle-7B,0.3889,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,mlabonne/NeuralBeagle14-7B,0.388,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,flemmingmiguel/MBX-7B-v3,0.3834,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,AiMavenAi/AiMaven-Prometheus,0.3832,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.3783,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.3779,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,bardsai/jaskier-7b-dpo-v5.6,0.3768,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,CorticalStack/pastiche-crown-clown-7b-dare,0.3753,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,berkeley-nest/Starling-LM-7B-alpha,0.3694,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,fblgit/UNA-TheBeagle-7b-v1,0.3684,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,CultriX/NeuralTrix-7B-dpo,0.3627,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,CultriX/NeuralTrix-bf16,0.3613,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,mistralai/Mistral-7B-v0.1,0.3527,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,kevin009/llamaRAGdrama,0.3468,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.3278,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,Intel/neural-chat-7b-v3-3,0.3145,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,SciPhi/SciPhi-Mistral-7B-32k,0.2999,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,dicta-il/dictalm2.0,0.293,0.1731,0.0028,0.0709
Biomimicry-AI/ANIMA-Nectar-v2,Intel/neural-chat-7b-v3-1,0.264,0.1731,0.0028,0.0709
ByteDance-Seed/Seed-Coder-8B-Base,ByteDance-Seed/Seed-Coder-8B-Instruct,0.0682,0.0326,0.0031,0.0149
ByteDance-Seed/Seed-Coder-8B-Instruct,ByteDance-Seed/Seed-Coder-8B-Base,0.066,0.031,0.003,0.0142
CorticalStack/pastiche-crown-clown-7b-dare,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.9337,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.9108,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,bardsai/jaskier-7b-dpo-v5.6,0.8855,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,CultriX/NeuralTrix-7B-dpo,0.8787,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,CultriX/NeuralTrix-bf16,0.874,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,AiMavenAi/AiMaven-Prometheus,0.8677,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,flemmingmiguel/MBX-7B-v3,0.8621,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,mlabonne/OmniBeagle-7B,0.8604,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,shadowml/BeagSake-7B,0.8476,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,shadowml/WestBeagle-7B,0.8472,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,mlabonne/NeuralBeagle14-7B,0.847,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,shadowml/BeagleSempra-7B,0.8462,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,mlabonne/Beagle14-7B,0.8376,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,fblgit/UNA-TheBeagle-7b-v1,0.8205,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,FelixChao/Sectumsempra-7B-DPO,0.8201,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,argilla/distilabeled-Marcoro14-7B-slerp,0.8133,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,mlabonne/Marcoro14-7B-slerp,0.8078,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,kevin009/llamaRAGdrama,0.7819,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,berkeley-nest/Starling-LM-7B-alpha,0.7081,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,Nexusflow/Starling-LM-7B-beta,0.6773,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,mistralai/Mistral-7B-v0.1,0.6674,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,Intel/neural-chat-7b-v3-3,0.614,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,Intel/neural-chat-7b-v3-1,0.5965,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,HuggingFaceH4/zephyr-7b-beta,0.5853,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,SciPhi/SciPhi-Mistral-7B-32k,0.5723,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.5661,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,BioMistral/BioMistral-7B-DARE,0.5142,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,mistralai/Mistral-7B-Instruct-v0.1,0.5039,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,dicta-il/dictalm2.0,0.483,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,BioMistral/BioMistral-7B,0.475,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare,Biomimicry-AI/ANIMA-Nectar-v2,0.4268,0.0891,0.003,0.0374
CorticalStack/pastiche-crown-clown-7b-dare-dpo,CorticalStack/pastiche-crown-clown-7b-dare,0.9288,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.8821,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,bardsai/jaskier-7b-dpo-v5.6,0.8693,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,CultriX/NeuralTrix-7B-dpo,0.8619,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,AiMavenAi/AiMaven-Prometheus,0.8572,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,flemmingmiguel/MBX-7B-v3,0.8498,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,CultriX/NeuralTrix-bf16,0.8448,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/OmniBeagle-7B,0.8298,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,shadowml/BeagleSempra-7B,0.8243,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,shadowml/BeagSake-7B,0.8225,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,shadowml/WestBeagle-7B,0.8154,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/NeuralBeagle14-7B,0.8055,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,FelixChao/Sectumsempra-7B-DPO,0.8004,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/Beagle14-7B,0.7966,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,kevin009/llamaRAGdrama,0.793,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,fblgit/UNA-TheBeagle-7b-v1,0.7907,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mlabonne/Marcoro14-7B-slerp,0.7822,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,argilla/distilabeled-Marcoro14-7B-slerp,0.7812,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,mistralai/Mistral-7B-v0.1,0.6669,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,berkeley-nest/Starling-LM-7B-alpha,0.6618,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Intel/neural-chat-7b-v3-3,0.6538,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Intel/neural-chat-7b-v3-1,0.6528,0.0882,0.0023,0.0367
CorticalStack/pastiche-crown-clown-7b-dare-dpo,Nexusflow/Starling-LM-7B-beta,0.643,0.0882,0.0023,0.0367
