base_model_name,derived_model_name,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
TinyLlama/TinyLlama-1.1B-Chat-v1.0,lxcorp/lambda-1v-1B,5,0.7736,2000,"[0.71, 0.6415, 0.8195, 0.863, 0.834]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Niansuh/TinyLlama-1.1B-Chat-v1.0,5,0.5751999999999999,2000,"[0.558, 0.433, 0.6135, 0.605, 0.6665]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,igidn/TinyPi-chat-V1,5,0.635,2000,"[0.5945, 0.603, 0.627, 0.6555, 0.695]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,jamescallander/TinyLlama-1.1B-Chat-v1.0_w8a8_g128_rk3588.rkllm,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,marcellobullo/tinyllama-sft-hh,5,0.8595,2000,"[0.854, 0.7865, 0.89, 0.898, 0.869]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,OpenVINO/TinyLlama-1.1B-Chat-v1.0-fp16-ov,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,JessonWong/uncensored-tiny-llama,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,igidn/TinyPi-Chat-v1.5,5,0.6458,2000,"[0.5915, 0.6275, 0.6405, 0.6625, 0.707]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,kishorsriraman/finetuned_model,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,anudaw/distilled-code-llama,5,0.6005,2000,"[0.5955, 0.4995, 0.701, 0.596, 0.6105]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,yzhuang/phi-1_5_fictional,5,0.173,2000,"[0.1645, 0.066, 0.1755, 0.1895, 0.2695]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,mewaeltsegay/desta_1b,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,alexredna/TinyLlama-1.1B-Chat-v1.0-reasoning-sft-full,5,0.8371000000000001,2000,"[0.8165, 0.7875, 0.883, 0.8885, 0.81]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,ndlanier/gutsignal-food-parser-tinyllama-1.1b,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Caspiannnn/Lora_test,5,0.6404,2000,"[0.6825, 0.565, 0.663, 0.758, 0.5335]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,ndlanier/gutsignal-food-parser-tinyllama-1.1b-mlx,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA,5,0.859,2000,"[0.8825, 0.7665, 0.8355, 0.915, 0.8955]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,xinyuan3/model_name,5,0.6233,2000,"[0.563, 0.5725, 0.6355, 0.778, 0.5675]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,azam25/TinyLlama_instruct_generation,5,0.7489,2000,"[0.755, 0.6635, 0.689, 0.8525, 0.7845]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,youndukn/TinyLlama-1.1B-Chat-v1.0-reasoning-v2-dpo-romantic,5,0.9935,2000,"[0.9935, 0.9905, 0.9955, 0.9955, 0.9925]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA-2.5epr-R8-A16,5,0.8506,2000,"[0.8725, 0.772, 0.802, 0.9085, 0.898]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,Akash-nath29/tinyllamashakespeare,5,0.44020000000000004,2000,"[0.372, 0.309, 0.4525, 0.5085, 0.559]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,adsazad/test_trainer,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,yzhuang/TinyLlama-1.1B_fictional,5,0.1216,2000,"[0.1815, 0.08, 0.0895, 0.193, 0.064]"
TinyLlama/TinyLlama-1.1B-Chat-v1.0,AlexKoff88/TinyLlama-1.1B-Chat-v1.0-openvino-4bit,0,-1.0,2000,[]
TinyLlama/TinyLlama-1.1B-Chat-v1.0,aws-neuron/NeuronWorkshop2025,0,-1.0,2000,[]
