base_model_name,suspect_model_name,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
newbie-geek/tinyllama-v1-training-2.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.59375,2000,"[0.5, 0.484375, 0.015625, 0.984375, 0.984375]"
newbie-geek/new-dot-comp-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.20625,2000,"[0.0, 0.515625, 0.0, 0.015625, 0.5]"
newbie-geek/new-dot-comp-v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.59375,2000,"[0.984375, 0.96875, 0.015625, 1.0, 0.0]"
h4rz3rk4s3/TinyParlaMintLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.59375,2000,"[0.984375, 0.984375, 0.0, 0.015625, 0.984375]"
quriousclick/new-dot-comp-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.390625,2000,"[0.0, 0.953125, 0.0, 1.0, 0.0]"
h4rz3rk4s3/TinyNewsLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.65,2000,"[0.328125, 0.984375, 0.96875, 0.0, 0.96875]"
quriousclick/tinyllama-v1-training,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.59375,2000,"[0.65625, 0.671875, 0.0, 0.984375, 0.65625]"
Arjun098/tinyllama-colorist-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
Arjun098/tinyllama-colorist-v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
HachiML/TinyLlama2-jp-122M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.2,2000,"[0.0, 1.0, 0.0, 0.0, 0.0]"
HachiML/Bit-Llama2-jp-122M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.20625,2000,"[0.0, 0.03125, 0.0, 0.5, 0.5]"
HachiML/TinyLlama2-jp-122M-FlashAttention2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HachiML/Bit-Llama2-jp-123M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HachiML/Bit-Llama2-jp-123M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.296875,2000,"[0.0, 0.0, 0.0, 0.484375, 1.0]"
HachiML/Llama2-jp-123M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
h4rz3rk4s3/TinyPoliticaLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.615625,2000,"[0.984375, 1.0, 0.75, 0.34375, 0.0]"
yzhuang/TinyLlama-1.1B_fictional_v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.31875,2000,"[0.03125, 0.34375, 0.96875, 0.25, 0.0]"
yzhuang/TinyLlama-1.1B_fictional_v3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.065625,2000,"[0.171875, 0.140625, 0.015625, 0.0, 0.0]"
HachiML/myBit-Llama2-jp-127M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HachiML/myBit-Llama2-jp-127M-test-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HachiML/myBit-Llama2-jp-127M-test-3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.3,2000,"[0.0, 0.5, 0.984375, 0.0, 0.015625]"
HachiML/myBit-Llama2-jp-127M-test-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HachiML/myBit-Llama2-jp-127M-test-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.003125,2000,"[0.0, 0.0, 0.0, 0.0, 0.015625]"
HachiML/myBit-Llama2-jp-127M-test-6,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.79375,2000,"[1.0, 0.984375, 1.0, 0.984375, 0.0]"
HachiML/myBit-Llama2-jp-127M-test-7,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.003125,2000,"[0.0, 0.0, 0.0, 0.015625, 0.0]"
HachiML/myBit-Llama2-jp-127M-test-8,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.059375,2000,"[0.0, 0.0, 0.0, 0.15625, 0.140625]"
HachiML/myBit-Llama2-jp-127M-test-9,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.8,2000,"[1.0, 1.0, 0.984375, 1.0, 0.015625]"
frankenmerger/MiniLlama-1.8b-Chat-v0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.359375,2000,"[0.0, 0.9375, 0.03125, 0.5, 0.328125]"
legionlm/orcamath-tinyllama-1.1B-v1-chat,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
reeddg/tiny_sum_04-06-03-43-50,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.99375,2000,"[1.0, 1.0, 0.984375, 1.0, 0.984375]"
reeddg/tiny_sum_04-06-13-46-01,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.996875,2000,"[0.984375, 1.0, 1.0, 1.0, 1.0]"
as-cle-bert/tiny-fungal-llama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.778125,2000,"[1.0, 1.0, 0.984375, 0.25, 0.65625]"
xshubhamx/tiny-llama-lora,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
xshubhamx/tiny-llama-lora-no-grad,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.903125,2000,"[1.0, 1.0, 0.515625, 1.0, 1.0]"
j2moreno/TinyLlama-1.1B-Chat-v1.0-leo-finetuned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.4625,2000,"[0.5, 0.65625, 0.5, 0.65625, 0.0]"
NeverLearn/TinyLlama-1.1B-Chat-v1.0-wikitext2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.390625,2000,"[0.0, 0.0, 0.0, 1.0, 0.953125]"
xshubhamx/tiny-llama-lora-new,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.9,2000,"[1.0, 0.5, 1.0, 1.0, 1.0]"
reeddg/tiny_sum_04-20-21-09-19,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.696875,2000,"[0.0, 0.984375, 1.0, 1.0, 0.5]"
raidhon/coven_tiny_1.1b_32k_orpo_alpha,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.00625,2000,"[0.0, 0.0, 0.03125, 0.0, 0.0]"
Ahmedelmorshidy/influra_chatbot,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.45625,2000,"[0.484375, 0.015625, 0.953125, 0.328125, 0.5]"
anudaw/full_finetuned-code-tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.465625,2000,"[0.0, 0.65625, 0.65625, 0.5, 0.515625]"
anudaw/distilled-code-llama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.196875,2000,"[0.984375, 0.0, 0.0, 0.0, 0.0]"
ali77sina/tinyLlama-SEC-RAG-FT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.390625,2000,"[0.0, 0.953125, 0.0, 1.0, 0.0]"
as-cle-bert/tinyllama-essay-scorer,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.446875,2000,"[0.328125, 0.75, 0.484375, 0.015625, 0.65625]"
anudaw/distilled-finetuned-code-llama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.19375,2000,"[0.0, 0.953125, 0.0, 0.015625, 0.0]"
qbitmaze/ibrain_0002,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.1,2000,"[0.0, 0.015625, 0.484375, 0.0, 0.0]"
qbitmaze/ibrain_0002q4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.003125,2000,"[0.0, 0.015625, 0.0, 0.0, 0.0]"
qbitmaze/ibrain_0003,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.065625,2000,"[0.0, 0.0, 0.328125, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-logic-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-coding-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-coding-group-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-dpo-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-coding-dpo-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-coding-dpo-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.803125,2000,"[1.0, 1.0, 1.0, 1.0, 0.015625]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-logic-dpo-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-dpo-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-rlced-conifer-3-1-dpo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
ainth89/your_output_dir,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
ainth89/fake_planet_3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.959375,2000,"[1.0, 1.0, 1.0, 1.0, 0.796875]"
ainth89/tiny_llama_chat_with_tweets,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.61875,2000,"[0.984375, 1.0, 0.59375, 0.515625, 0.0]"
sunny199/sft-tiny-chatbot,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.996875,2000,"[1.0, 0.984375, 1.0, 1.0, 1.0]"
headergen/HeaderLlama-tiny-single-label,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.109375,2000,"[0.03125, 0.5, 0.0, 0.015625, 0.0]"
headergen/HeaderLlama-tiny-multi-label,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.49375,2000,"[0.515625, 0.96875, 0.015625, 0.953125, 0.015625]"
gunzzz24/fine-tuned-tinyllama-1.1b-cv-analyser,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.703125,2000,"[0.515625, 0.5, 0.5, 1.0, 1.0]"
lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.603125,2000,"[0.015625, 1.0, 1.0, 1.0, 0.0]"
prodip1023/sft-tiny-chatbot,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.80625,2000,"[0.515625, 1.0, 1.0, 0.515625, 1.0]"
AnushkaSrivastava/sft-tiny-chatbot,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.99375,2000,"[1.0, 0.984375, 1.0, 0.984375, 1.0]"
laurencassidy/lauren-tinyllama-1.1b-chat,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v2-identacao,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.6125,2000,"[0.5, 0.046875, 1.0, 0.515625, 1.0]"
lleticiasilvaa/TinyLlama-text2SQL-alias-indentacao-ourschema,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.6,2000,"[0.03125, 0.5, 0.5, 0.96875, 1.0]"
lleticiasilvaa/TinyLlama-text2SQL-schemaReduzido,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.475,2000,"[0.5, 0.34375, 1.0, 0.5, 0.03125]"
lleticiasilvaa/TinyLlama-text2SQL-schemaReduzidoTabelas,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.36875,2000,"[0.5, 0.5, 0.5, 0.328125, 0.015625]"
