base_model_name,suspect_model_name,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
JayHyeon/Qwen2.5-0.5B_ultrainteract_sft_2e-5_1ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
conorbranagan/outputs,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.04375,2000,"[0.0, 0.0, 0.0, 0.21875, 0.0]"
conorbranagan/Qwen2.5-0.5B-fake-news,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
alamios/Qwenstral-Small-3.1-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
alamios/QwQwen-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
alamios/QwenSeek-R1-32B-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
YOYO-AI/Qwen2.5-0.5B-YOYO,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.046875,2000,"[0.0, 0.234375, 0.0, 0.0, 0.0]"
genovalabs/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
eagle0504/fine-tuned-Qwen2.5-0.5B-openai-gsm8k-enhanced-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
alamios/Qwemma-3-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Bakanayatsu/runner-Qwen2.5-0.5B-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Gensyn/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
rdsm/QwenPhi-4-0.5b-Draft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
YumeAyai/nailong,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
thundax/Qwen2.5-0.5B-Sign,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Vikhrmodels/salt-qwen2.5-0.5b-tts,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
bedobedo/Qwen2.5-0.5B-Instruct-Dir,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-countdown-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-math-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.05,2000,"[0.0, 0.0, 0.25, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-kk_logic-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-countdown-RFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-countdown-SFT-RFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-countdown-UFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-countdown-R3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Aleksandr505/phishing-text-classifier-qwen-2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
JayHyeon/Qwen2.5-0.5B_ultrainteract_sft_1e-5_1ep-ultrainteract,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
liumy2010/Qwen2.5-0.5B-math-SFT-RFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
DexinR/qwen2.5-math220k-ckpt15000,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Silin1590/Qwen-0d5B-Int-Soc-CoA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Silin1590/Qwen-0d5B-Int-CoT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Vikhrmodels/salt-qwen2.5-0.5b-asr,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
stpete2/Qwen2.5-0.5b-gsm8k-drgrpocppo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
sarad777/xmodel777,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.046875,2000,"[0.0, 0.0, 0.0, 0.234375, 0.0]"
Vikhrmodels/salt-qwen2.5-0.5b-asr-tts,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0625,2000,"[0.3125, 0.0, 0.0, 0.0, 0.0]"
Silin1590/Qwen-0d5B-Int-Soc-CoA-Fg,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
stpete2/Qwen2.5-0.5B-gsm8k-sft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
