base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
Audreygyj/Qwen2.5-0.5B-SFT,Qwen/Qwen2.5-0.5B,same,20,30,14.3,0.2,0.273842,0.326202,0.266681
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,Qwen/Qwen2.5-0.5B,same,20,30,13.4,0.15,0.253922,0.313433,0.239119
shb2024/Qwen-0.5B-AMR,Qwen/Qwen2.5-0.5B,same,20,30,0.5,0.0,0.033022,0.038397,0.023806
JayHyeon/Qwen2.5-0.5B-SFT,Qwen/Qwen2.5-0.5B,same,20,30,6.65,0.1,0.238952,0.307545,0.215499
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,Qwen/Qwen2.5-0.5B,same,20,30,0.25,0.0,0.165159,0.191561,0.118906
AcropolisLabs/Zyphen-CO-Legal-Autocomplete-micro,Qwen/Qwen2.5-0.5B,same,20,30,8.3,0.1,0.148777,0.146343,0.131707
viethq5/Qwen2.5-0.5B-Instruct-f16,Qwen/Qwen2.5-0.5B,same,20,30,14.2,0.05,0.11341,0.145292,0.102901
cavendishlabs/sftd_model_c03f6a40-3b64-4f9b-b5f3-dd704171c333,Qwen/Qwen2.5-0.5B,same,20,30,0.35,0.0,0.118592,0.125544,0.081379
JayHyeon/QWEN_toy-DPOP_5e-5-100ep_0alp_5lam,Qwen/Qwen2.5-0.5B,same,20,30,0.0,0.0,0.067575,0.051884,0.03982
cavendishlabs/sftd_model_1cdaec2e-939d-41c6-b49f-8c97e02695ec,Qwen/Qwen2.5-0.5B,same,20,30,62.75,0.75,0.415097,0.554445,0.573181
verge4646/autotrain-qwen-1737303151,Qwen/Qwen2.5-0.5B,same,20,30,7.4,0.1,0.261747,0.30875,0.223499
minchyeom/bot3-0.5B,Qwen/Qwen2.5-0.5B,same,20,30,0.65,0.0,0.182891,0.178696,0.120529
fabiopernisi/Qwen2.5-0.5B-BMW-compl,Qwen/Qwen2.5-0.5B,same,20,30,5.25,0.05,0.136495,0.097644,0.094713
josang1204/Qweb2.5-FT-CSY,Qwen/Qwen2.5-0.5B,same,20,30,0.05,0.0,0.1174,0.147551,0.088317
p1atdev/qwen2.5-0.5b-grpo-math-01,Qwen/Qwen2.5-0.5B,same,20,30,0.0,0.0,0.00743,0.000398,0.002609
adarksky/Qwen2.5-0.5B-sft-lora-rel-therapy,Qwen/Qwen2.5-0.5B,same,20,30,18.0,0.2,0.215652,0.215504,0.210385
BlossomsAI/BloomVN-0.5B-ppo,Qwen/Qwen2.5-0.5B,same,20,30,32.6,0.35,0.308376,0.413541,0.357306
alamios/DeepSeek-R1-DRAFT-Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B,same,20,30,0.8,0.0,0.109715,0.127857,0.079191
awentzonline/Qwen2.5-0.5B-replies,Qwen/Qwen2.5-0.5B,same,20,30,9.7,0.15,0.151538,0.195984,0.165841
brando/tfa_output_2025_m02_d07_t07h_45m_38s,Qwen/Qwen2.5-0.5B,same,20,30,74.0,0.95,0.472959,0.618024,0.680328
oieieio/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B,same,20,30,6.85,0.1,0.119063,0.154432,0.124498
petkopetkov/Qwen2.5-0.5B-song-lyrics-generation,Qwen/Qwen2.5-0.5B,same,20,30,0.0,0.0,0.092034,0.076129,0.056054
JonhTheTrueKingoftheNorth/Qwen2.5-0.5b,Qwen/Qwen2.5-0.5B,same,20,30,0.6,0.0,0.050175,0.038878,0.029684
dtejasaipraveen/qwenfinetuned,Qwen/Qwen2.5-0.5B,same,20,30,82.25,1.0,0.500586,0.667175,0.722587
qgallouedec/Qwen2.5-0.5B-GRPO-2873,Qwen/Qwen2.5-0.5B,same,20,30,75.95,1.0,0.502184,0.668545,0.723576
qgallouedec/Qwen2.5-0.5B-GRPO-main,Qwen/Qwen2.5-0.5B,same,20,30,72.0,0.8,0.453439,0.602589,0.618676
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V3,Qwen/Qwen2.5-0.5B,same,20,30,3.2,0.05,0.025,0.033333,0.036111
valerielucro/Qwen2-0.5B-GRPO-VLLM-mni-epoc-64-full,Qwen/Qwen2.5-0.5B,same,20,30,76.55,0.7,0.430383,0.570515,0.566966
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V4,Qwen/Qwen2.5-0.5B,same,20,30,0.05,0.0,0.021444,0.025541,0.015662
flyyufelix/Qwen-2.5-7B-Simple-RL,Qwen/Qwen2.5-0.5B,same,20,30,0.15,0.0,0.035429,0.034346,0.023258
jzhang-x/Qwen-2.5-7B-Simple-RL,Qwen/Qwen2.5-0.5B,same,20,30,85.45,0.85,0.458834,0.609273,0.639369
ruizhe1217/sft-s1-qwen-0.5b,Qwen/Qwen2.5-0.5B,same,20,30,6.85,0.1,0.119063,0.154432,0.124498
hZzy/qwen2.5-0.5b-sft-25-1,Qwen/Qwen2.5-0.5B,same,20,30,16.8,0.25,0.267045,0.342389,0.286478
sathwik16/results,Qwen/Qwen2.5-0.5B,same,20,30,53.3,0.6,0.43173,0.545414,0.525715
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-150k,Qwen/Qwen2.5-0.5B,same,20,30,0.0,0.0,0.004936,0.000521,0.001819
mustafij48/qwen2.5-0.5B_on_databricks_dolly_4k_datasize_5_epoch,Qwen/Qwen2.5-0.5B,same,20,30,33.55,0.45,0.308916,0.36556,0.374825
