anchor_model,outlier_model,overlap,upper_fence,Q1,Q3
AdaptLLM/medicine-LLM,HuggingFaceH4/zephyr-7b-beta,0.1136,0.0705,0.004,0.0306
AiMavenAi/AiMaven-Prometheus,flemmingmiguel/MBX-7B-v3,0.9792,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,bardsai/jaskier-7b-dpo-v5.6,0.8838,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,CorticalStack/pastiche-crown-clown-7b-dare,0.8671,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,mlabonne/NeuralBeagle14-7B,0.8612,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.8532,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,mlabonne/Beagle14-7B,0.8489,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,shadowml/BeagSake-7B,0.8467,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,shadowml/BeagleSempra-7B,0.8442,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,shadowml/WestBeagle-7B,0.8395,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,fblgit/UNA-TheBeagle-7b-v1,0.8297,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.8282,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,argilla/distilabeled-Marcoro14-7B-slerp,0.8273,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,mlabonne/OmniBeagle-7B,0.8267,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,mlabonne/Marcoro14-7B-slerp,0.8249,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,CultriX/NeuralTrix-7B-dpo,0.8167,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,CultriX/NeuralTrix-bf16,0.7962,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,FelixChao/Sectumsempra-7B-DPO,0.7937,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,kevin009/llamaRAGdrama,0.7703,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,berkeley-nest/Starling-LM-7B-alpha,0.6478,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,mistralai/Mistral-7B-v0.1,0.6449,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,Nexusflow/Starling-LM-7B-beta,0.6232,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,Intel/neural-chat-7b-v3-1,0.5382,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,Intel/neural-chat-7b-v3-3,0.5379,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,dicta-il/dictalm2.0,0.5022,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,BioMistral/BioMistral-7B-DARE,0.4961,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.4922,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,HuggingFaceH4/zephyr-7b-beta,0.4712,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,mistralai/Mistral-7B-Instruct-v0.1,0.4691,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,BioMistral/BioMistral-7B,0.4683,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,SciPhi/SciPhi-Mistral-7B-32k,0.4563,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,Biomimicry-AI/ANIMA-Nectar-v2,0.4007,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,deepseek-ai/deepseek-coder-1.3b-base,0.0957,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,lmsys/vicuna-7b-v1.1,0.0865,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,PharMolix/BioMedGPT-LM-7B,0.0853,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,AdaptLLM/medicine-LLM,0.0849,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0835,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,lmsys/vicuna-7b-v1.5,0.0824,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,lmsys/vicuna-7b-v1.5-16k,0.0823,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.0801,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,FelixChao/vicuna-7B-physics,0.0784,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.0784,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,FelixChao/vicuna-7B-chemical,0.0763,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,TinyLlama/TinyLlama_v1.1,0.0696,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,EleutherAI/polyglot-ko-3.8b,0.0659,0.0542,0.0027,0.0233
AiMavenAi/AiMaven-Prometheus,TinyLlama/TinyLlama_v1.1_math_code,0.0659,0.0542,0.0027,0.0233
Aurore-Reveil/Koto-Small-7B-IT,allura-org/Koto-Small-7B-PT,0.6485,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,XiaomiMiMo/MiMo-7B-Base,0.3801,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,Qwen/Qwen2.5-Coder-0.5B,0.0827,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,Qwen/Qwen2.5-Coder-7B,0.0754,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,DeepHat/DeepHat-V1-7B,0.0713,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,Qwen/Qwen2.5-3B,0.0704,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,Qwen/Qwen2-7B,0.0671,0.066,0.003,0.0282
Aurore-Reveil/Koto-Small-7B-IT,Qwen/Qwen3-4B-Instruct-2507,0.0671,0.066,0.003,0.0282
BioMistral/BioMistral-7B,BioMistral/BioMistral-7B-DARE,0.6335,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,mistralai/Mistral-7B-Instruct-v0.1,0.472,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,HuggingFaceH4/zephyr-7b-beta,0.4556,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,mlabonne/Marcoro14-7B-slerp,0.4291,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,argilla/distilabeled-Marcoro14-7B-slerp,0.4246,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,mistralai/Mistral-7B-v0.1,0.4211,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,Nexusflow/Starling-LM-7B-beta,0.4092,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,shadowml/BeagleSempra-7B,0.4037,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,FelixChao/Sectumsempra-7B-DPO,0.4033,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,mlabonne/Beagle14-7B,0.4008,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,shadowml/WestBeagle-7B,0.3996,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,shadowml/BeagSake-7B,0.3991,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,mlabonne/NeuralBeagle14-7B,0.3955,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,SciPhi/SciPhi-Mistral-7B-32k,0.3895,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,flemmingmiguel/MBX-7B-v3,0.3891,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,AiMavenAi/AiMaven-Prometheus,0.3888,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.3853,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,CultriX/NeuralTrix-7B-dpo,0.3847,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,mlabonne/OmniBeagle-7B,0.3836,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,CorticalStack/pastiche-crown-clown-7b-dare,0.3794,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,dicta-il/dictalm2.0,0.3793,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,bardsai/jaskier-7b-dpo-v5.6,0.3785,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,fblgit/UNA-TheBeagle-7b-v1,0.3785,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.3773,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,Biomimicry-AI/ANIMA-Nectar-v2,0.3754,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,kevin009/llamaRAGdrama,0.369,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.3681,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,CultriX/NeuralTrix-bf16,0.3681,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,berkeley-nest/Starling-LM-7B-alpha,0.3636,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,Intel/neural-chat-7b-v3-1,0.3177,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,Intel/neural-chat-7b-v3-3,0.2807,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,TinyLlama/TinyLlama_v1.1,0.1232,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,lmsys/vicuna-7b-v1.1,0.1232,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,AdaptLLM/medicine-LLM,0.1164,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,FelixChao/vicuna-7B-chemical,0.1146,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,FelixChao/vicuna-7B-physics,0.112,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,TinyLlama/TinyLlama_v1.1_math_code,0.1108,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,lmsys/vicuna-7b-v1.5,0.1079,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,lmsys/vicuna-7b-v1.5-16k,0.1074,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.0824,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0823,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,adamo1139/Apertus-8B-Instruct-2509-ungated,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,bigscience/bloom-560m,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,bigscience/bloomz-1b1,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,bigscience/bloomz-1b7,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,bigscience/bloomz-560m,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,chatitcloud/UZI1,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,google/gemma-3-1b-pt,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,google/gemma-3-270m,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,google/gemma-3-4b-it,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,google/gemma-3-4b-pt,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,nvidia/Llama-3.1-8B-Instruct-FP8,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,swiss-ai/Apertus-8B-2509,0.0822,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,PharMolix/BioMedGPT-LM-7B,0.0766,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B,deepseek-ai/deepseek-coder-1.3b-base,0.0759,0.0688,0.0022,0.0288
BioMistral/BioMistral-7B-DARE,mistralai/Mistral-7B-Instruct-v0.1,0.6394,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,BioMistral/BioMistral-7B,0.6021,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,mlabonne/Marcoro14-7B-slerp,0.5154,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,argilla/distilabeled-Marcoro14-7B-slerp,0.5142,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,mlabonne/NeuralBeagle14-7B,0.5052,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,mlabonne/Beagle14-7B,0.5044,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,shadowml/WestBeagle-7B,0.5026,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,shadowml/BeagSake-7B,0.5007,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,shadowml/BeagleSempra-7B,0.4994,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,AiMavenAi/AiMaven-Prometheus,0.4981,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,flemmingmiguel/MBX-7B-v3,0.4976,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,mistralai/Mistral-7B-v0.1,0.4933,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,fblgit/UNA-TheBeagle-7b-v1,0.4909,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,FelixChao/Sectumsempra-7B-DPO,0.4901,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,CorticalStack/pastiche-crown-clown-7b-dare,0.4871,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,bardsai/jaskier-7b-dpo-v5.6,0.4852,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.4852,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,mlabonne/OmniBeagle-7B,0.4851,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,kevin009/llamaRAGdrama,0.4834,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,Nexusflow/Starling-LM-7B-beta,0.482,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.4816,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,CultriX/NeuralTrix-7B-dpo,0.4785,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,CultriX/NeuralTrix-bf16,0.4675,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,berkeley-nest/Starling-LM-7B-alpha,0.4646,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,Intel/neural-chat-7b-v3-1,0.4337,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,Intel/neural-chat-7b-v3-3,0.419,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,Biomimicry-AI/ANIMA-Nectar-v2,0.4115,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,SciPhi/SciPhi-Mistral-7B-32k,0.4099,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.4044,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,dicta-il/dictalm2.0,0.3952,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,HuggingFaceH4/zephyr-7b-beta,0.3924,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,TinyLlama/TinyLlama_v1.1,0.1132,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.1113,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.1109,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,PharMolix/BioMedGPT-LM-7B,0.1101,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.1099,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,lmsys/vicuna-7b-v1.5,0.1088,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,FelixChao/vicuna-7B-physics,0.1078,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,lmsys/vicuna-7b-v1.5-16k,0.1073,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,lmsys/vicuna-7b-v1.1,0.1068,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,FelixChao/vicuna-7B-chemical,0.1061,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,TinyLlama/TinyLlama_v1.1_math_code,0.1054,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,AdaptLLM/medicine-LLM,0.0997,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,deepseek-ai/deepseek-coder-1.3b-base,0.0814,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,adamo1139/Apertus-8B-Instruct-2509-ungated,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,bigscience/bloom-560m,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,bigscience/bloomz-1b1,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,bigscience/bloomz-1b7,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,bigscience/bloomz-560m,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,chatitcloud/UZI1,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,google/gemma-3-1b-pt,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,google/gemma-3-270m,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,google/gemma-3-4b-it,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,google/gemma-3-4b-pt,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,nvidia/Llama-3.1-8B-Instruct-FP8,0.0737,0.0687,0.0024,0.0289
BioMistral/BioMistral-7B-DARE,swiss-ai/Apertus-8B-2509,0.0737,0.0687,0.0024,0.0289
Biomimicry-AI/ANIMA-Nectar-v2,BioMistral/BioMistral-7B-DARE,0.4864,0.0754,0.0026,0.0317
Biomimicry-AI/ANIMA-Nectar-v2,HuggingFaceH4/zephyr-7b-beta,0.4563,0.0754,0.0026,0.0317
