base_model_name,suspect_model_name,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
xshubhamx/tiny-llama-lora,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
xshubhamx/tiny-llama-lora-no-grad,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
j2moreno/TinyLlama-1.1B-Chat-v1.0-leo-finetuned,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NeverLearn/TinyLlama-1.1B-Chat-v1.0-wikitext2,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
xshubhamx/tiny-llama-lora-new,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
reeddg/tiny_sum_04-20-21-09-19,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
raidhon/coven_tiny_1.1b_32k_orpo_alpha,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
Ahmedelmorshidy/influra_chatbot,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
anudaw/full_finetuned-code-tinyllama,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
anudaw/distilled-code-llama,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
ali77sina/tinyLlama-SEC-RAG-FT,Qwen/Qwen2.5-0.5B,5,0.065625,2000,"[0.0, 0.0, 0.0, 0.328125, 0.0]"
as-cle-bert/tinyllama-essay-scorer,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
anudaw/distilled-finetuned-code-llama,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
qbitmaze/ibrain_0002,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
qbitmaze/ibrain_0002q4,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
qbitmaze/ibrain_0003,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-logic-dpo,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-coding-dpo,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-coding-group-dpo,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-dpo-2,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-coding-dpo-2,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-math-coding-dpo-2,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-logic-dpo-2,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-ui-dpo-2,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
NicholasCorrado/tinyllama-1.1b-chat-v1.0-rlced-conifer-3-1-dpo,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
ainth89/your_output_dir,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
ainth89/fake_planet_3,Qwen/Qwen2.5-0.5B,5,0.190625,2000,"[0.0, 0.0, 0.953125, 0.0, 0.0]"
ainth89/tiny_llama_chat_with_tweets,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
sunny199/sft-tiny-chatbot,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
headergen/HeaderLlama-tiny-single-label,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
headergen/HeaderLlama-tiny-multi-label,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
gunzzz24/fine-tuned-tinyllama-1.1b-cv-analyser,Qwen/Qwen2.5-0.5B,5,0.30625,2000,"[0.0, 1.0, 0.015625, 0.015625, 0.5]"
lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v1,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
prodip1023/sft-tiny-chatbot,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
AnushkaSrivastava/sft-tiny-chatbot,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
laurencassidy/lauren-tinyllama-1.1b-chat,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
lleticiasilvaa/TinyLlama-1.1B-GerarSQL-v2-identacao,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
lleticiasilvaa/TinyLlama-text2SQL-alias-indentacao-ourschema,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
lleticiasilvaa/TinyLlama-text2SQL-schemaReduzido,Qwen/Qwen2.5-0.5B,5,0.003125,2000,"[0.0, 0.0, 0.0, 0.0, 0.015625]"
lleticiasilvaa/TinyLlama-text2SQL-schemaReduzidoTabelas,Qwen/Qwen2.5-0.5B,5,0.0,2000,"[0.0, 0.0, 0.0, 0.0, 0.0]"
