base_model_name,suspect_model_name,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
tcapelle/toxicity-scorer-qwen-ct2,Qwen/Qwen2.5-0.5B,5,0.026500000000000003,2000,"[0.026, 0.034, 0.0245, 0.019, 0.029]"
sail/Sailor2-1B,Qwen/Qwen2.5-0.5B,5,0.042,2000,"[0.0425, 0.038, 0.0635, 0.016, 0.05]"
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.1,Qwen/Qwen2.5-0.5B,5,0.742,2000,"[0.743, 0.7745, 0.768, 0.696, 0.7285]"
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-token-0.1,Qwen/Qwen2.5-0.5B,5,0.5785,2000,"[0.5695, 0.55, 0.7185, 0.623, 0.4315]"
AlyGreo/finetune-Qwen2-0.5B-codeDataset,Qwen/Qwen2.5-0.5B,5,0.303,2000,"[0.3295, 0.263, 0.419, 0.2115, 0.292]"
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.2,Qwen/Qwen2.5-0.5B,5,0.6523,2000,"[0.6185, 0.6905, 0.6685, 0.6285, 0.6555]"
Audreygyj/Qwen2.5-0.5B-SFT,Qwen/Qwen2.5-0.5B,5,0.5793,2000,"[0.554, 0.673, 0.5025, 0.6495, 0.5175]"
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,Qwen/Qwen2.5-0.5B,5,0.645,2000,"[0.64, 0.65, 0.6685, 0.6825, 0.584]"
shb2024/Qwen-0.5B-AMR,Qwen/Qwen2.5-0.5B,5,0.1237,2000,"[0.1695, 0.09, 0.1105, 0.1645, 0.084]"
JayHyeon/Qwen2.5-0.5B-SFT,Qwen/Qwen2.5-0.5B,5,0.4446,2000,"[0.496, 0.4315, 0.3915, 0.5305, 0.3735]"
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,Qwen/Qwen2.5-0.5B,5,0.238,2000,"[0.3045, 0.206, 0.247, 0.2855, 0.147]"
AcropolisLabs/Zyphen-CO-Legal-Autocomplete-micro,Qwen/Qwen2.5-0.5B,5,0.3512,2000,"[0.4535, 0.3155, 0.368, 0.4335, 0.1855]"
viethq5/Qwen2.5-0.5B-Instruct-f16,Qwen/Qwen2.5-0.5B,5,0.3754,2000,"[0.313, 0.4935, 0.31, 0.388, 0.3725]"
cavendishlabs/sftd_model_c03f6a40-3b64-4f9b-b5f3-dd704171c333,Qwen/Qwen2.5-0.5B,5,0.1802,2000,"[0.119, 0.258, 0.127, 0.1635, 0.2335]"
JayHyeon/QWEN_toy-DPOP_5e-5-100ep_0alp_5lam,Qwen/Qwen2.5-0.5B,5,0.1204,2000,"[0.175, 0.0995, 0.066, 0.069, 0.1925]"
cavendishlabs/sftd_model_1cdaec2e-939d-41c6-b49f-8c97e02695ec,Qwen/Qwen2.5-0.5B,5,0.9247,2000,"[0.9365, 0.914, 0.9175, 0.9465, 0.909]"
verge4646/autotrain-qwen-1737303151,Qwen/Qwen2.5-0.5B,5,0.42489999999999994,2000,"[0.4005, 0.3785, 0.4885, 0.363, 0.494]"
minchyeom/bot3-0.5B,Qwen/Qwen2.5-0.5B,5,0.2109,2000,"[0.2455, 0.12, 0.1985, 0.1525, 0.338]"
fabiopernisi/Qwen2.5-0.5B-BMW-compl,Qwen/Qwen2.5-0.5B,5,0.5357999999999999,2000,"[0.5205, 0.612, 0.482, 0.461, 0.6035]"
josang1204/Qweb2.5-FT-CSY,Qwen/Qwen2.5-0.5B,5,0.1496,2000,"[0.221, 0.1135, 0.1335, 0.1645, 0.1155]"
p1atdev/qwen2.5-0.5b-grpo-math-01,Qwen/Qwen2.5-0.5B,5,0.0057,2000,"[0.0045, 0.0115, 0.01, 0.0015, 0.001]"
adarksky/Qwen2.5-0.5B-sft-lora-rel-therapy,Qwen/Qwen2.5-0.5B,5,0.47359999999999997,2000,"[0.4295, 0.505, 0.4225, 0.6665, 0.3445]"
BlossomsAI/BloomVN-0.5B-ppo,Qwen/Qwen2.5-0.5B,5,0.6928,2000,"[0.7085, 0.609, 0.664, 0.7795, 0.703]"
alamios/DeepSeek-R1-DRAFT-Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B,5,0.2636,2000,"[0.3265, 0.257, 0.1875, 0.2885, 0.2585]"
awentzonline/Qwen2.5-0.5B-replies,Qwen/Qwen2.5-0.5B,5,0.5836,2000,"[0.5895, 0.664, 0.393, 0.6785, 0.593]"
brando/tfa_output_2025_m02_d07_t07h_45m_38s,Qwen/Qwen2.5-0.5B,5,0.9343,2000,"[0.862, 0.93, 0.9725, 0.9335, 0.9735]"
oieieio/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B,5,0.3433,2000,"[0.2375, 0.3875, 0.449, 0.403, 0.2395]"
petkopetkov/Qwen2.5-0.5B-song-lyrics-generation,Qwen/Qwen2.5-0.5B,5,0.0155,2000,"[0.018, 0.0135, 0.023, 0.0165, 0.0065]"
JonhTheTrueKingoftheNorth/Qwen2.5-0.5b,Qwen/Qwen2.5-0.5B,5,0.26349999999999996,2000,"[0.5065, 0.3085, 0.0885, 0.1215, 0.2925]"
dtejasaipraveen/qwenfinetuned,Qwen/Qwen2.5-0.5B,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
qgallouedec/Qwen2.5-0.5B-GRPO-2873,Qwen/Qwen2.5-0.5B,5,0.9992000000000001,2000,"[0.999, 0.9995, 0.9995, 1.0, 0.998]"
qgallouedec/Qwen2.5-0.5B-GRPO-main,Qwen/Qwen2.5-0.5B,5,0.9987,2000,"[0.999, 0.999, 0.999, 0.998, 0.9985]"
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V3,Qwen/Qwen2.5-0.5B,5,0.0103,2000,"[0.0105, 0.012, 0.007, 0.0135, 0.0085]"
valerielucro/Qwen2-0.5B-GRPO-VLLM-mni-epoc-64-full,Qwen/Qwen2.5-0.5B,5,0.9599,2000,"[0.9745, 0.9515, 0.9435, 0.964, 0.966]"
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V4,Qwen/Qwen2.5-0.5B,5,0.0051,2000,"[0.0025, 0.003, 0.007, 0.005, 0.008]"
flyyufelix/Qwen-2.5-7B-Simple-RL,Qwen/Qwen2.5-0.5B,5,0.0082,2000,"[0.009, 0.0025, 0.0095, 0.0085, 0.0115]"
jzhang-x/Qwen-2.5-7B-Simple-RL,Qwen/Qwen2.5-0.5B,5,0.994,2000,"[0.9915, 0.994, 0.9925, 0.995, 0.997]"
ruizhe1217/sft-s1-qwen-0.5b,Qwen/Qwen2.5-0.5B,5,0.3324,2000,"[0.3235, 0.393, 0.308, 0.228, 0.4095]"
hZzy/qwen2.5-0.5b-sft-25-1,Qwen/Qwen2.5-0.5B,5,0.4997999999999999,2000,"[0.414, 0.4725, 0.5245, 0.472, 0.616]"
sathwik16/results,Qwen/Qwen2.5-0.5B,5,0.7752,2000,"[0.8205, 0.78, 0.7805, 0.7735, 0.7215]"
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-150k,Qwen/Qwen2.5-0.5B,5,0.008799999999999999,2000,"[0.0075, 0.011, 0.009, 0.0115, 0.005]"
mustafij48/qwen2.5-0.5B_on_databricks_dolly_4k_datasize_5_epoch,Qwen/Qwen2.5-0.5B,5,0.7999,2000,"[0.7825, 0.8625, 0.7795, 0.774, 0.801]"
valerielucro/Qwen2-0.5B-GRPO-VLLM-mni-epoch-8-peft,Qwen/Qwen2.5-0.5B,5,1.0,2000,"[1.0, 1.0, 1.0, 1.0, 1.0]"
EdBerg/outputs_qwen_100,Qwen/Qwen2.5-0.5B,5,0.1675,2000,"[0.0915, 0.1725, 0.1885, 0.153, 0.232]"
EdBerg/outputs_qwen_232,Qwen/Qwen2.5-0.5B,5,0.2246,2000,"[0.1365, 0.414, 0.239, 0.1375, 0.196]"
southfreebird/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B,5,0.4086,2000,"[0.396, 0.371, 0.516, 0.544, 0.216]"
DiamondGotCat/Prism-0.2,Qwen/Qwen2.5-0.5B,5,0.1255,2000,"[0.2205, 0.088, 0.0655, 0.1775, 0.076]"
jhu-clsp/rank1-0.5b,Qwen/Qwen2.5-0.5B,5,0.181,2000,"[0.286, 0.164, 0.1785, 0.124, 0.1525]"
qgallouedec/Qwen2.5-0.5B-codeforces-SFT,Qwen/Qwen2.5-0.5B,5,0.5187,2000,"[0.507, 0.4635, 0.502, 0.4985, 0.6225]"
hZzy/qwen2.5-0.5b-sft2-25-1,Qwen/Qwen2.5-0.5B,5,0.48339999999999994,2000,"[0.2555, 0.6235, 0.3525, 0.679, 0.5065]"
hZzy/qwen2.5-0.5b-sft3-25-1,Qwen/Qwen2.5-0.5B,5,0.45709999999999995,2000,"[0.4455, 0.585, 0.253, 0.556, 0.446]"
akhadangi/Qwen2.5-0.5B-0.01-L,Qwen/Qwen2.5-0.5B,5,0.44109999999999994,2000,"[0.3535, 0.2985, 0.7445, 0.311, 0.498]"
akhadangi/Qwen2.5-0.5B-0.1-L,Qwen/Qwen2.5-0.5B,5,0.4204,2000,"[0.278, 0.533, 0.2135, 0.5995, 0.478]"
JayHyeon/Qwen2.5-0.5B_ultrainteract_sft_2e-5_1ep,Qwen/Qwen2.5-0.5B,5,0.2853,2000,"[0.235, 0.1735, 0.229, 0.2785, 0.5105]"
conorbranagan/outputs,Qwen/Qwen2.5-0.5B,5,0.4974,2000,"[0.5105, 0.465, 0.595, 0.4405, 0.476]"
conorbranagan/Qwen2.5-0.5B-fake-news,Qwen/Qwen2.5-0.5B,5,0.5122,2000,"[0.5445, 0.3695, 0.5605, 0.503, 0.5835]"
alamios/Qwenstral-Small-3.1-0.5B,Qwen/Qwen2.5-0.5B,5,0.0131,2000,"[0.011, 0.012, 0.008, 0.019, 0.0155]"
alamios/QwQwen-0.5B,Qwen/Qwen2.5-0.5B,5,0.9983000000000001,2000,"[0.9985, 1.0, 0.999, 0.9955, 0.9985]"
alamios/QwenSeek-R1-32B-0.5B,Qwen/Qwen2.5-0.5B,5,0.8793,2000,"[0.9005, 0.71, 0.914, 0.9555, 0.9165]"
YOYO-AI/Qwen2.5-0.5B-YOYO,Qwen/Qwen2.5-0.5B,5,0.4798,2000,"[0.4905, 0.5755, 0.4375, 0.4175, 0.478]"
genovalabs/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B,5,0.3592,2000,"[0.51, 0.482, 0.308, 0.2865, 0.2095]"
eagle0504/fine-tuned-Qwen2.5-0.5B-openai-gsm8k-enhanced-v1,Qwen/Qwen2.5-0.5B,5,0.8609,2000,"[0.915, 0.765, 0.8765, 0.8865, 0.8615]"
alamios/Qwemma-3-0.5B,Qwen/Qwen2.5-0.5B,5,0.0082,2000,"[0.0015, 0.009, 0.0075, 0.011, 0.012]"
Bakanayatsu/runner-Qwen2.5-0.5B-v1,Qwen/Qwen2.5-0.5B,5,0.0005,2000,"[0.0, 0.0, 0.0, 0.0025, 0.0]"
Gensyn/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B,5,0.3029,2000,"[0.443, 0.134, 0.211, 0.3465, 0.38]"
rdsm/QwenPhi-4-0.5b-Draft,Qwen/Qwen2.5-0.5B,5,0.007299999999999999,2000,"[0.004, 0.012, 0.0085, 0.009, 0.003]"
YumeAyai/nailong,Qwen/Qwen2.5-0.5B,5,0.5721999999999999,2000,"[0.545, 0.5775, 0.6535, 0.5585, 0.5265]"
thundax/Qwen2.5-0.5B-Sign,Qwen/Qwen2.5-0.5B,5,0.2412,2000,"[0.3775, 0.291, 0.1815, 0.246, 0.11]"
Vikhrmodels/salt-qwen2.5-0.5b-tts,Qwen/Qwen2.5-0.5B,5,0.0079,2000,"[0.0105, 0.009, 0.006, 0.0105, 0.0035]"
bedobedo/Qwen2.5-0.5B-Instruct-Dir,Qwen/Qwen2.5-0.5B,5,0.3802,2000,"[0.339, 0.2595, 0.4935, 0.342, 0.467]"
liumy2010/Qwen2.5-0.5B-countdown-SFT,Qwen/Qwen2.5-0.5B,5,0.7915,2000,"[0.78, 0.79, 0.803, 0.7875, 0.797]"
liumy2010/Qwen2.5-0.5B-math-SFT,Qwen/Qwen2.5-0.5B,5,0.7944,2000,"[0.8195, 0.714, 0.865, 0.803, 0.7705]"
liumy2010/Qwen2.5-0.5B-kk_logic-SFT,Qwen/Qwen2.5-0.5B,5,0.7757,2000,"[0.8005, 0.803, 0.739, 0.785, 0.751]"
liumy2010/Qwen2.5-0.5B-countdown-RFT,Qwen/Qwen2.5-0.5B,5,0.9002000000000001,2000,"[0.925, 0.904, 0.8885, 0.8865, 0.897]"
liumy2010/Qwen2.5-0.5B-countdown-SFT-RFT,Qwen/Qwen2.5-0.5B,5,0.7773,2000,"[0.8055, 0.814, 0.72, 0.806, 0.741]"
liumy2010/Qwen2.5-0.5B-countdown-UFT,Qwen/Qwen2.5-0.5B,5,0.9126,2000,"[0.9025, 0.8765, 0.9155, 0.9325, 0.936]"
liumy2010/Qwen2.5-0.5B-countdown-R3,Qwen/Qwen2.5-0.5B,5,0.9153,2000,"[0.9065, 0.922, 0.8775, 0.96, 0.9105]"
Aleksandr505/phishing-text-classifier-qwen-2.5-0.5B,Qwen/Qwen2.5-0.5B,5,0.006999999999999999,2000,"[0.003, 0.015, 0.012, 0.0045, 0.0005]"
JayHyeon/Qwen2.5-0.5B_ultrainteract_sft_1e-5_1ep-ultrainteract,Qwen/Qwen2.5-0.5B,5,0.41050000000000003,2000,"[0.2875, 0.262, 0.6175, 0.5, 0.3855]"
liumy2010/Qwen2.5-0.5B-math-SFT-RFT,Qwen/Qwen2.5-0.5B,5,0.8103,2000,"[0.8335, 0.7875, 0.8105, 0.7815, 0.8385]"
DexinR/qwen2.5-math220k-ckpt15000,Qwen/Qwen2.5-0.5B,5,0.763,2000,"[0.774, 0.723, 0.7855, 0.766, 0.7665]"
Silin1590/Qwen-0d5B-Int-Soc-CoA,Qwen/Qwen2.5-0.5B,5,0.3114,2000,"[0.292, 0.379, 0.2635, 0.3125, 0.31]"
Silin1590/Qwen-0d5B-Int-CoT,Qwen/Qwen2.5-0.5B,5,0.3702,2000,"[0.233, 0.5925, 0.2985, 0.4615, 0.2655]"
Vikhrmodels/salt-qwen2.5-0.5b-asr,Qwen/Qwen2.5-0.5B,5,0.0223,2000,"[0.026, 0.0245, 0.018, 0.0185, 0.0245]"
stpete2/Qwen2.5-0.5b-gsm8k-drgrpocppo,Qwen/Qwen2.5-0.5B,5,0.318,2000,"[0.216, 0.443, 0.4215, 0.2725, 0.237]"
sarad777/xmodel777,Qwen/Qwen2.5-0.5B,5,0.346,2000,"[0.46, 0.167, 0.2335, 0.489, 0.3805]"
Vikhrmodels/salt-qwen2.5-0.5b-asr-tts,Qwen/Qwen2.5-0.5B,5,0.0016,2000,"[0.0025, 0.001, 0.0015, 0.002, 0.001]"
Silin1590/Qwen-0d5B-Int-Soc-CoA-Fg,Qwen/Qwen2.5-0.5B,5,0.2897,2000,"[0.421, 0.343, 0.1665, 0.149, 0.369]"
stpete2/Qwen2.5-0.5B-gsm8k-sft,Qwen/Qwen2.5-0.5B,5,0.9996,2000,"[0.9995, 0.9995, 1.0, 1.0, 0.999]"
