base_model_name,suspect_model_name,num_pairs,avg_overlap_ratio,bottom_k_vocab_size,pair_scores_json
hZzy/qwen2.5-0.5b-sft2-25-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0034000000000000002,2000,"[0.0035, 0.004, 0.005, 0.002, 0.0025]"
hZzy/qwen2.5-0.5b-sft3-25-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0064,2000,"[0.003, 0.01, 0.0125, 0.003, 0.0035]"
akhadangi/Qwen2.5-0.5B-0.01-L,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0062,2000,"[0.006, 0.008, 0.001, 0.0045, 0.0115]"
akhadangi/Qwen2.5-0.5B-0.1-L,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.007299999999999999,2000,"[0.0075, 0.0015, 0.016, 0.006, 0.0055]"
JayHyeon/Qwen2.5-0.5B_ultrainteract_sft_2e-5_1ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0068000000000000005,2000,"[0.0035, 0.0055, 0.0055, 0.0095, 0.01]"
conorbranagan/outputs,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.004399999999999999,2000,"[0.006, 0.004, 0.003, 0.005, 0.004]"
conorbranagan/Qwen2.5-0.5B-fake-news,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0060999999999999995,2000,"[0.006, 0.006, 0.008, 0.0015, 0.009]"
alamios/Qwenstral-Small-3.1-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.014299999999999998,2000,"[0.014, 0.0085, 0.0155, 0.0215, 0.012]"
alamios/QwQwen-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0078,2000,"[0.006, 0.0105, 0.0155, 0.003, 0.004]"
alamios/QwenSeek-R1-32B-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0071,2000,"[0.005, 0.008, 0.003, 0.006, 0.0135]"
YOYO-AI/Qwen2.5-0.5B-YOYO,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0060999999999999995,2000,"[0.0025, 0.002, 0.017, 0.0045, 0.0045]"
genovalabs/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0062,2000,"[0.002, 0.009, 0.0075, 0.0025, 0.01]"
eagle0504/fine-tuned-Qwen2.5-0.5B-openai-gsm8k-enhanced-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0045,2000,"[0.0095, 0.0005, 0.0025, 0.0025, 0.0075]"
alamios/Qwemma-3-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0060999999999999995,2000,"[0.004, 0.003, 0.003, 0.006, 0.0145]"
Bakanayatsu/runner-Qwen2.5-0.5B-v1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0578,2000,"[0.055, 0.054, 0.064, 0.0605, 0.0555]"
Gensyn/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0046,2000,"[0.006, 0.0, 0.0055, 0.005, 0.0065]"
rdsm/QwenPhi-4-0.5b-Draft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0075,2000,"[0.007, 0.0135, 0.008, 0.0075, 0.0015]"
YumeAyai/nailong,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0036999999999999997,2000,"[0.004, 0.006, 0.0045, 0.0015, 0.0025]"
thundax/Qwen2.5-0.5B-Sign,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0060999999999999995,2000,"[0.002, 0.008, 0.0095, 0.004, 0.007]"
Vikhrmodels/salt-qwen2.5-0.5b-tts,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.013000000000000001,2000,"[0.012, 0.012, 0.014, 0.014, 0.013]"
bedobedo/Qwen2.5-0.5B-Instruct-Dir,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0093,2000,"[0.011, 0.0015, 0.0235, 0.0055, 0.005]"
liumy2010/Qwen2.5-0.5B-countdown-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0046,2000,"[0.0045, 0.0045, 0.008, 0.0035, 0.0025]"
liumy2010/Qwen2.5-0.5B-math-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0077,2000,"[0.0025, 0.014, 0.016, 0.0055, 0.0005]"
liumy2010/Qwen2.5-0.5B-kk_logic-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0073999999999999995,2000,"[0.0085, 0.0075, 0.013, 0.002, 0.006]"
liumy2010/Qwen2.5-0.5B-countdown-RFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0059,2000,"[0.0015, 0.0055, 0.009, 0.005, 0.0085]"
liumy2010/Qwen2.5-0.5B-countdown-SFT-RFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0086,2000,"[0.0235, 0.004, 0.002, 0.0035, 0.01]"
liumy2010/Qwen2.5-0.5B-countdown-UFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.004200000000000001,2000,"[0.002, 0.0045, 0.003, 0.008, 0.0035]"
liumy2010/Qwen2.5-0.5B-countdown-R3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.005,2000,"[0.004, 0.005, 0.0045, 0.0055, 0.006]"
Aleksandr505/phishing-text-classifier-qwen-2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0039,2000,"[0.0065, 0.005, 0.0055, 0.0015, 0.001]"
JayHyeon/Qwen2.5-0.5B_ultrainteract_sft_1e-5_1ep-ultrainteract,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0099,2000,"[0.006, 0.006, 0.012, 0.004, 0.0215]"
liumy2010/Qwen2.5-0.5B-math-SFT-RFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.005200000000000001,2000,"[0.004, 0.003, 0.0105, 0.005, 0.0035]"
DexinR/qwen2.5-math220k-ckpt15000,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0054,2000,"[0.0045, 0.0065, 0.0065, 0.0065, 0.003]"
Silin1590/Qwen-0d5B-Int-Soc-CoA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0072,2000,"[0.006, 0.0125, 0.003, 0.009, 0.0055]"
Silin1590/Qwen-0d5B-Int-CoT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0075,2000,"[0.003, 0.015, 0.0075, 0.0065, 0.0055]"
Vikhrmodels/salt-qwen2.5-0.5b-asr,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0098,2000,"[0.0105, 0.0075, 0.006, 0.01, 0.015]"
stpete2/Qwen2.5-0.5b-gsm8k-drgrpocppo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0032,2000,"[0.0025, 0.003, 0.003, 0.0045, 0.003]"
sarad777/xmodel777,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.008400000000000001,2000,"[0.0095, 0.005, 0.013, 0.002, 0.0125]"
Vikhrmodels/salt-qwen2.5-0.5b-asr-tts,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0214,2000,"[0.02, 0.02, 0.022, 0.0235, 0.0215]"
Silin1590/Qwen-0d5B-Int-Soc-CoA-Fg,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0075,2000,"[0.005, 0.007, 0.004, 0.015, 0.0065]"
stpete2/Qwen2.5-0.5B-gsm8k-sft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5,0.0048000000000000004,2000,"[0.0035, 0.003, 0.006, 0.006, 0.0055]"
