base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
adarksky/Qwen2.5-0.5B-sft-lora-rel-therapy,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.4,0.0,0.065189,0.057799,0.040996
BlossomsAI/BloomVN-0.5B-ppo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,3.4,0.05,0.087244,0.101704,0.079649
alamios/DeepSeek-R1-DRAFT-Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.044956,0.022051,0.022336
awentzonline/Qwen2.5-0.5B-replies,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.15,0.0,0.045347,0.047638,0.030995
brando/tfa_output_2025_m02_d07_t07h_45m_38s,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.75,0.0,0.179752,0.201776,0.127176
oieieio/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.045375,0.04438,0.029919
petkopetkov/Qwen2.5-0.5B-song-lyrics-generation,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.098717,0.036784,0.045167
JonhTheTrueKingoftheNorth/Qwen2.5-0.5b,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.55,0.0,0.08709,0.050278,0.045789
dtejasaipraveen/qwenfinetuned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.092379,0.118052,0.070144
qgallouedec/Qwen2.5-0.5B-GRPO-2873,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.169927,0.175857,0.115261
qgallouedec/Qwen2.5-0.5B-GRPO-main,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.137859,0.155145,0.097668
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,6.4,0.1,0.051299,0.068085,0.073128
valerielucro/Qwen2-0.5B-GRPO-VLLM-mni-epoc-64-full,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.4,0.0,0.158453,0.167268,0.108574
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,6.4,0.1,0.057103,0.074375,0.077159
flyyufelix/Qwen-2.5-7B-Simple-RL,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.05,0.0,0.065129,0.025286,0.030138
jzhang-x/Qwen-2.5-7B-Simple-RL,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.077953,0.073344,0.050432
