base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
HachiML/Bit-Llama2-jp-123M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.0,0.0,0.0
HachiML/Llama2-jp-123M,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.017323,0.01086,0.009394
h4rz3rk4s3/TinyPoliticaLlama-1.1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.0,0.0,0.0
yzhuang/TinyLlama-1.1B_fictional_v2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.034375,0.059669,0.031348
yzhuang/TinyLlama-1.1B_fictional_v3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.026834,0.022121,0.016318
HachiML/myBit-Llama2-jp-127M-test-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.000525,0.000899,0.000475
HachiML/myBit-Llama2-jp-127M-test-2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.026559,0.006641,0.011067
HachiML/myBit-Llama2-jp-127M-test-3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.011455,0.014202,0.008552
HachiML/myBit-Llama2-jp-127M-test-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.014679,0.015764,0.010147
HachiML/myBit-Llama2-jp-127M-test-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.014737,0.032432,0.015723
HachiML/myBit-Llama2-jp-127M-test-6,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.045921,0.062561,0.036161
HachiML/myBit-Llama2-jp-127M-test-7,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.004878,0.0,0.001626
HachiML/myBit-Llama2-jp-127M-test-8,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.0,0.0,0.0
HachiML/myBit-Llama2-jp-127M-test-9,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.0,0.0,0.0
