base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
newknp/tinyllama-colorist-v1,Qwen/Qwen2-0.5B,diff,5,30,1.2,0.0,0.116933,0.128423,0.081785
Kitsana/tinyllama-colorist-v1,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.125311,0.194566,0.106626
LuckyTemmie/tinyllama-colorist-v1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.099632,0.131689,0.077107
Perasut/tinyllama-colorist-v1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.029687,0.039378,0.023022
Draon/tinyllama-colorist-v1,Qwen/Qwen2-0.5B,diff,5,30,0.6,0.0,0.128508,0.160683,0.096397
newbie-geek/tinyllama-v1-training-2.0,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.006108,0.007912,0.004673
newbie-geek/new-dot-comp-v1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.0,0.0,0.0
newbie-geek/new-dot-comp-v2,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.040992,0.01054,0.017177
h4rz3rk4s3/TinyParlaMintLlama-1.1B,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.003113,0.005171,0.002761
quriousclick/new-dot-comp-v1,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.101025,0.113476,0.0715
h4rz3rk4s3/TinyNewsLlama-1.1B,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.100025,0.137316,0.079113
quriousclick/tinyllama-v1-training,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.001575,0.001594,0.001056
Arjun098/tinyllama-colorist-v1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.096875,0.129167,0.075347
Arjun098/tinyllama-colorist-v2,Qwen/Qwen2-0.5B,diff,5,30,27.0,0.4,0.282302,0.345499,0.3426
HachiML/TinyLlama2-jp-122M,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.01646,0.02739,0.014617
HachiML/Bit-Llama2-jp-122M-test-1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.8,0.8,0.533333
HachiML/TinyLlama2-jp-122M-FlashAttention2,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.025013,0.03399,0.019668
HachiML/Bit-Llama2-jp-123M-test-1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.0,0.0,0.0
HachiML/Bit-Llama2-jp-123M,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.0,0.0,0.0
HachiML/Llama2-jp-123M,Qwen/Qwen2-0.5B,diff,5,30,0.4,0.0,0.04815,0.055675,0.034608
h4rz3rk4s3/TinyPoliticaLlama-1.1B,Qwen/Qwen2-0.5B,diff,5,30,0.6,0.0,0.364764,0.414208,0.259657
yzhuang/TinyLlama-1.1B_fictional_v2,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.055371,0.053155,0.036176
yzhuang/TinyLlama-1.1B_fictional_v3,Qwen/Qwen2-0.5B,diff,5,30,0.4,0.0,0.051912,0.060388,0.037434
HachiML/myBit-Llama2-jp-127M-test-1,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.08189,0.108333,0.063408
HachiML/myBit-Llama2-jp-127M-test-2,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.020168,0.034019,0.018062
HachiML/myBit-Llama2-jp-127M-test-3,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.044346,0.006423,0.016923
HachiML/myBit-Llama2-jp-127M-test-4,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.065263,0.080503,0.048589
HachiML/myBit-Llama2-jp-127M-test-5,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.012581,0.019471,0.010684
HachiML/myBit-Llama2-jp-127M-test-6,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.04807,0.052884,0.033651
HachiML/myBit-Llama2-jp-127M-test-7,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.0,0.0,0.0
HachiML/myBit-Llama2-jp-127M-test-8,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.0,0.0,0.0
HachiML/myBit-Llama2-jp-127M-test-9,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.0,0.0,0.0
frankenmerger/MiniLlama-1.8b-Chat-v0.1,Qwen/Qwen2-0.5B,diff,5,30,0.2,0.0,0.093614,0.026075,0.039896
legionlm/orcamath-tinyllama-1.1B-v1-chat,Qwen/Qwen2-0.5B,diff,5,30,0.0,0.0,0.027782,0.0093,0.012361
