base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
jiangchengchengNLP/qwen_0.5B_instruct_law_summarize,Qwen/Qwen2.5-0.5B,same,20,30,0.1,0.0,0.006002,0.003256,0.003086
rawsh/MetaMath-Qwen2.5-0.5b-PRM,Qwen/Qwen2.5-0.5B,same,20,30,156.0,0.8,0.899002,0.9075,0.868834
osllmai-community/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B,same,20,30,168.25,0.95,1.0,1.0,0.983333
hangingardens/hihihi,Qwen/Qwen2.5-0.5B,same,20,30,130.2,0.5,0.6385,0.599111,0.579204
llamafy/Qwen-Qwen2.5-0.5B-llamafied,Qwen/Qwen2.5-0.5B,same,20,30,168.25,0.95,1.0,1.0,0.983333
caelancooper/Qwen2.5-0.5B-business,Qwen/Qwen2.5-0.5B,same,20,30,35.45,0.05,0.213353,0.200182,0.154512
sail/Sailor2-1B-Pre,Qwen/Qwen2.5-0.5B,same,20,30,0.7,0.0,0.266438,0.267968,0.178135
morgan/qwen2_5.qwen2_5_0_5b_instruct,Qwen/Qwen2.5-0.5B,same,20,30,35.45,0.05,0.213353,0.200182,0.154512
fdyrd/QwenMath-0.5B,Qwen/Qwen2.5-0.5B,same,20,30,38.25,0.15,0.461818,0.449907,0.353908
tcapelle/toxicity-scorer-qwen,Qwen/Qwen2.5-0.5B,same,20,30,0.05,0.0,0.007148,0.010398,0.005849
tcapelle/toxicity-scorer-qwen-ct2,Qwen/Qwen2.5-0.5B,same,20,30,0.25,0.0,0.108176,0.036063,0.04808
sail/Sailor2-1B,Qwen/Qwen2.5-0.5B,same,20,30,15.2,0.1,0.366327,0.379631,0.281986
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.1,Qwen/Qwen2.5-0.5B,same,20,30,69.2,0.35,0.559391,0.565315,0.491569
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-token-0.1,Qwen/Qwen2.5-0.5B,same,20,30,35.25,0.25,0.538221,0.545371,0.444531
AlyGreo/finetune-Qwen2-0.5B-codeDataset,Qwen/Qwen2.5-0.5B,same,20,30,7.55,0.05,0.212915,0.200458,0.154457
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.2,Qwen/Qwen2.5-0.5B,same,20,30,28.7,0.15,0.391204,0.352836,0.298013
Audreygyj/Qwen2.5-0.5B-SFT,Qwen/Qwen2.5-0.5B,same,20,30,49.3,0.35,0.626477,0.621603,0.532693
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,Qwen/Qwen2.5-0.5B,same,20,30,7.65,0.05,0.304026,0.301658,0.218561
shb2024/Qwen-0.5B-AMR,Qwen/Qwen2.5-0.5B,same,20,30,0.2,0.0,0.075139,0.057367,0.044168
JayHyeon/Qwen2.5-0.5B-SFT,Qwen/Qwen2.5-0.5B,same,20,30,25.9,0.2,0.283366,0.23527,0.239545
JayHyeon/Qwen2.5-0.5B-SFT-1e-5,Qwen/Qwen2.5-0.5B,same,20,30,34.8,0.15,0.377613,0.356794,0.294802
JayHyeon/Qwen2.5-0.5B-SFT-2e-5,Qwen/Qwen2.5-0.5B,same,20,30,26.55,0.15,0.36265,0.388193,0.300281
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,Qwen/Qwen2.5-0.5B,same,20,30,13.95,0.1,0.20699,0.194159,0.16705
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,Qwen/Qwen2.5-0.5B,same,20,30,6.95,0.05,0.224595,0.215313,0.163303
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,Qwen/Qwen2.5-0.5B,same,20,30,20.65,0.1,0.257488,0.259616,0.205701
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,Qwen/Qwen2.5-0.5B,same,20,30,0.55,0.0,0.079624,0.090074,0.056566
JayHyeon/Qwen2.5-0.5B-SFT_2ep,Qwen/Qwen2.5-0.5B,same,20,30,14.15,0.1,0.252142,0.262538,0.204893
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,Qwen/Qwen2.5-0.5B,same,20,30,20.8,0.15,0.23649,0.230265,0.205585
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,Qwen/Qwen2.5-0.5B,same,20,30,7.5,0.05,0.217131,0.190351,0.152494
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,Qwen/Qwen2.5-0.5B,same,20,30,13.45,0.1,0.183697,0.177251,0.153649
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,Qwen/Qwen2.5-0.5B,same,20,30,7.0,0.05,0.207308,0.203534,0.153614
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,Qwen/Qwen2.5-0.5B,same,20,30,0.2,0.0,0.119993,0.127118,0.08237
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,Qwen/Qwen2.5-0.5B,same,20,30,16.4,0.1,0.374633,0.385155,0.286596
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,Qwen/Qwen2.5-0.5B,same,20,30,19.85,0.15,0.226971,0.223202,0.200058
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,Qwen/Qwen2.5-0.5B,same,20,30,0.25,0.0,0.162516,0.162664,0.108393
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,Qwen/Qwen2.5-0.5B,same,20,30,0.9,0.0,0.127779,0.14669,0.09149
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-2ep,Qwen/Qwen2.5-0.5B,same,20,30,0.5,0.0,0.205036,0.144799,0.116612
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,Qwen/Qwen2.5-0.5B,same,20,30,2.85,0.05,0.115221,0.134357,0.099859
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,Qwen/Qwen2.5-0.5B,same,20,30,7.65,0.05,0.263199,0.251822,0.18834
